,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
1298,30,Travel_Rarely,Research & Development,1,3,Other,Male,Sales Executive,Married,179240,1.0,13,8,2,10.0,2,10,6,7,1
1299,27,Travel_Frequently,Sales,4,3,Technical Degree,Male,Laboratory Technician,Divorced,21940,1.0,12,8,0,6.0,5,6,0,4,0
1300,40,Travel_Rarely,Research & Development,23,3,Medical,Female,Laboratory Technician,Married,45020,8.0,12,8,2,15.0,0,7,3,7,0
1301,33,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,Research Scientist,Divorced,161840,0.0,13,8,1,10.0,2,9,0,8,0
1302,40,Travel_Rarely,Sales,8,1,Other,Male,Laboratory Technician,Single,59850,2.0,13,8,3,9.0,1,5,1,0,1
1303,35,Travel_Frequently,Research & Development,1,2,Medical,Male,Manufacturing Director,Married,67960,0.0,13,8,0,5.0,2,4,3,2,1
1304,36,Non-Travel,Sales,1,1,Medical,Female,Human Resources,Divorced,132470,1.0,14,8,0,15.0,3,15,11,11,0
1305,32,Travel_Rarely,Research & Development,18,3,Life Sciences,Male,Manager,Married,63770,1.0,12,8,2,14.0,3,14,5,7,0
1306,26,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,Laboratory Technician,Single,26130,6.0,19,8,1,6.0,2,4,1,2,1
1307,43,Travel_Frequently,Research & Development,5,3,Medical,Female,Laboratory Technician,Married,96990,8.0,19,8,1,18.0,3,8,0,1,0
1308,38,Travel_Rarely,Research & Development,19,3,Life Sciences,Female,Sales Executive,Married,68930,0.0,17,8,0,16.0,3,15,5,8,0
1309,23,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,Manager,Married,105520,2.0,11,8,0,4.0,2,2,2,2,0
1310,19,Travel_Rarely,Research & Development,15,3,Life Sciences,Male,Research Scientist,Single,160640,1.0,15,8,1,1.0,3,1,0,0,1
1311,30,Non-Travel,Research & Development,2,4,Life Sciences,Female,Research Scientist,Married,51310,0.0,15,8,1,10.0,2,9,7,8,0
1312,29,Travel_Rarely,Research & Development,1,2,Medical,Female,Sales Executive,Single,106730,1.0,13,8,3,1.0,2,1,0,0,0
1313,21,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,Laboratory Technician,Single,42130,1.0,12,8,3,3.0,3,3,1,0,0
1314,32,Travel_Rarely,Research & Development,6,3,Technical Degree,Male,Research Scientist,Married,36600,3.0,11,8,2,10.0,0,4,0,2,0
1315,34,Travel_Rarely,Research & Development,1,2,Medical,Female,Healthcare Representative,Married,176650,0.0,11,8,0,6.0,5,5,1,2,0
1316,33,Travel_Rarely,Sales,26,2,Marketing,Male,Research Scientist,Married,42300,0.0,12,8,0,15.0,0,14,4,10,0
1317,40,Travel_Frequently,Research & Development,26,4,Life Sciences,Male,Research Scientist,Married,194060,3.0,20,8,3,16.0,2,1,0,0,0
1318,32,Travel_Rarely,Research & Development,8,1,Medical,Female,Research Scientist,Single,46270,8.0,17,8,1,8.0,2,1,0,0,0
1319,35,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,Sales Executive,Single,24960,4.0,17,8,3,9.0,3,3,0,2,0
1320,40,Travel_Rarely,Research & Development,14,4,Medical,Female,Research Scientist,Married,33480,3.0,22,8,0,7.0,2,4,0,3,0
1321,41,Travel_Rarely,Research & Development,4,2,Medical,Male,Research Scientist,Married,25430,3.0,12,8,0,6.0,3,1,0,0,0
1322,32,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,Research Scientist,Married,26620,1.0,11,8,1,13.0,6,13,11,9,0
1323,27,Travel_Rarely,Research & Development,15,4,Medical,Male,Research Scientist,Single,39020,1.0,22,8,0,4.0,2,4,1,2,0
1324,58,Travel_Frequently,Research & Development,10,4,Technical Degree,Female,Sales Representative,Married,29360,2.0,13,8,1,23.0,3,2,2,2,0
1325,34,Travel_Rarely,Sales,9,2,Medical,Male,Healthcare Representative,Single,48760,2.0,21,8,1,14.0,3,11,5,8,0
1326,27,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,Laboratory Technician,Divorced,37550,1.0,19,8,0,5.0,2,5,0,3,0
1327,41,Travel_Rarely,Research & Development,26,3,Medical,Female,Sales Executive,Married,54850,2.0,17,8,2,7.0,2,4,0,3,0
1328,33,Travel_Rarely,Sales,26,2,Marketing,Male,Research Scientist,Married,42300,0.0,12,8,0,15.0,0,14,4,10,0
1329,30,Travel_Rarely,Research & Development,1,3,Other,Male,Sales Executive,Married,179240,1.0,13,8,2,10.0,2,10,6,7,1
1330,45,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,Research Scientist,Married,184300,4.0,12,8,1,10.0,5,3,1,2,0
1331,27,Travel_Rarely,Research & Development,15,4,Medical,Male,Research Scientist,Single,39020,1.0,22,8,0,4.0,2,4,1,2,0
1332,39,Travel_Rarely,Sales,1,1,Marketing,Male,Research Scientist,Single,23400,0.0,11,8,1,9.0,2,8,0,7,0
1333,33,Travel_Rarely,Research & Development,9,3,Medical,Female,Manufacturing Director,Married,28990,1.0,17,8,0,15.0,3,15,5,7,0
1334,28,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,Manufacturing Director,Married,25920,1.0,14,8,0,5.0,2,5,0,4,0
1335,50,Travel_Rarely,Research & Development,11,2,Life Sciences,Male,Sales Executive,Divorced,62940,3.0,23,8,1,32.0,2,7,0,6,0
1336,30,Travel_Rarely,Research & Development,6,4,Medical,Female,Sales Executive,Married,30410,1.0,11,8,1,9.0,2,9,0,8,0
1337,26,Travel_Rarely,Research & Development,26,2,Life Sciences,Male,Human Resources,Married,68120,1.0,13,8,0,1.0,2,1,1,0,0
1338,31,Travel_Rarely,Research & Development,16,3,Life Sciences,Female,Sales Executive,Married,22790,3.0,12,8,1,8.0,3,6,0,2,0
1339,51,Travel_Frequently,Research & Development,6,3,Life Sciences,Female,Manager,Single,15690,2.0,11,8,0,18.0,2,4,0,3,1
1340,39,Travel_Rarely,Research & Development,1,3,Other,Female,Human Resources,Married,68040,8.0,14,8,1,13.0,3,5,0,4,0
1341,36,Travel_Rarely,Research & Development,25,1,Life Sciences,Female,Sales Executive,Married,170070,9.0,12,8,1,6.0,2,1,0,0,0
1342,25,Travel_Rarely,Sales,11,3,Life Sciences,Female,Laboratory Technician,Married,23110,1.0,11,8,1,5.0,2,5,0,3,0
1343,24,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,Healthcare Representative,Single,25010,9.0,12,8,0,4.0,3,2,2,0,1
1344,42,Travel_Frequently,Research & Development,18,4,Technical Degree,Male,Sales Executive,Married,132060,0.0,13,8,2,7.0,2,6,0,4,0
1345,30,Travel_Rarely,Research & Development,8,3,Medical,Female,Sales Executive,Married,183000,0.0,14,8,0,7.0,6,6,0,2,0
1346,30,Travel_Rarely,Research & Development,14,3,Technical Degree,Male,Research Director,Married,27950,3.0,13,8,0,9.0,4,4,1,3,0
1347,33,Travel_Rarely,Research & Development,7,3,Medical,Male,Sales Executive,Divorced,109990,1.0,18,8,3,6.0,3,6,0,4,0
1348,50,Travel_Frequently,Sales,2,2,Marketing,Male,Sales Executive,Married,29600,1.0,14,8,3,32.0,2,32,10,7,0
1349,19,Travel_Rarely,Research & Development,1,3,Other,Female,Manufacturing Director,Single,152020,1.0,18,8,3,1.0,2,1,0,0,0
1350,48,Travel_Rarely,Research & Development,24,3,Technical Degree,Male,Research Scientist,Divorced,16010,4.0,12,8,0,15.0,3,2,2,2,0
1351,41,Travel_Rarely,Sales,2,2,Medical,Male,Healthcare Representative,Married,23870,3.0,17,8,1,12.0,1,5,1,0,0
1352,30,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,Sales Executive,Divorced,52090,7.0,14,8,1,10.0,3,8,7,7,0
1353,54,Non-Travel,Research & Development,9,3,Life Sciences,Male,Laboratory Technician,Single,196130,2.0,17,8,0,23.0,5,5,4,4,0
1354,35,Travel_Rarely,Research & Development,10,1,Life Sciences,Male,Healthcare Representative,Married,109030,0.0,11,8,0,6.0,3,5,4,2,0
1355,33,Travel_Rarely,Research & Development,1,1,Life Sciences,Male,Research Scientist,Single,42560,1.0,13,8,3,5.0,1,5,0,2,0
1356,30,Non-Travel,Research & Development,2,4,Life Sciences,Female,Research Scientist,Married,51310,0.0,15,8,1,10.0,2,9,7,8,0
1357,41,Travel_Rarely,Research & Development,17,2,Other,Male,Manufacturing Director,Divorced,52080,3.0,11,8,3,12.0,2,9,0,7,0
1358,38,Travel_Rarely,Sales,8,2,Marketing,Male,Research Scientist,Married,49300,9.0,14,8,0,14.0,0,1,0,0,0
1359,29,Travel_Rarely,Research & Development,18,3,Life Sciences,Male,Sales Executive,Married,31430,2.0,22,8,3,10.0,2,0,0,0,0
1360,34,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,Laboratory Technician,Married,53430,1.0,14,8,0,10.0,5,10,4,8,0
1361,24,Travel_Rarely,Research & Development,27,2,Medical,Male,Research Scientist,Single,104220,1.0,17,8,1,6.0,0,5,1,4,1
1362,53,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,Sales Representative,Married,20890,5.0,16,8,0,28.0,2,2,2,2,0
1363,35,Travel_Rarely,Sales,2,4,Marketing,Male,Manufacturing Director,Married,104660,1.0,13,8,0,2.0,1,2,2,2,0
1364,49,Travel_Frequently,Research & Development,6,1,Medical,Male,Healthcare Representative,Married,29960,2.0,18,8,1,17.0,2,9,0,8,0
1365,45,Non-Travel,Sales,2,3,Life Sciences,Female,Manufacturing Director,Married,83960,3.0,15,8,2,25.0,3,23,14,4,0
1366,47,Travel_Rarely,Sales,2,2,Life Sciences,Female,Manager,Single,31960,4.0,14,8,1,7.0,3,2,2,0,0
1367,31,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,Laboratory Technician,Married,20440,0.0,21,8,0,10.0,2,9,7,8,0
1368,35,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,Sales Executive,Single,24960,4.0,17,8,3,9.0,3,3,0,2,0
1369,44,Travel_Rarely,Research & Development,16,3,Life Sciences,Female,Healthcare Representative,Married,80200,3.0,11,8,1,23.0,2,12,11,11,0
1370,28,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,Manager,Divorced,135910,5.0,20,8,1,6.0,2,2,2,2,0
1371,37,Travel_Rarely,Research & Development,14,4,Life Sciences,Male,Research Scientist,Married,65770,1.0,13,8,0,14.0,1,14,3,11,0
1372,43,Travel_Frequently,Sales,2,2,Life Sciences,Male,Sales Executive,Single,32110,4.0,13,8,0,18.0,2,3,1,2,0
1373,40,Travel_Rarely,Sales,6,2,Life Sciences,Female,Laboratory Technician,Married,26470,6.0,13,8,0,20.0,2,1,0,0,0
1374,40,Travel_Rarely,Sales,6,2,Life Sciences,Female,Laboratory Technician,Married,26470,6.0,13,8,0,20.0,2,1,0,0,0
1375,50,Travel_Rarely,Research & Development,9,3,Medical,Female,Laboratory Technician,Single,98880,6.0,15,8,0,20.0,2,4,1,3,0
1376,28,Travel_Rarely,Research & Development,23,3,Life Sciences,Male,Manufacturing Director,Divorced,46010,0.0,15,8,2,6.0,2,5,0,0,0
1377,40,Travel_Rarely,Research & Development,22,1,Life Sciences,Male,Laboratory Technician,Married,56660,1.0,14,8,1,18.0,2,18,14,12,0
1378,44,Travel_Frequently,Research & Development,5,2,Medical,Female,Research Scientist,Single,171590,5.0,22,8,1,16.0,1,2,2,2,0
1379,30,Travel_Rarely,Sales,26,3,Marketing,Female,Manager,Single,44200,9.0,11,8,0,9.0,3,7,0,2,0
1380,24,Travel_Rarely,Sales,6,2,Marketing,Male,Research Scientist,Married,40870,0.0,20,8,3,4.0,1,3,0,2,0
1381,36,Non-Travel,Research & Development,3,4,Medical,Male,Research Scientist,Single,40250,1.0,11,8,0,10.0,3,10,9,7,0
1382,38,Travel_Rarely,Sales,14,2,Marketing,Female,Sales Executive,Married,41710,0.0,23,8,0,10.0,4,9,7,7,0
1383,32,Travel_Rarely,Human Resources,12,2,Human Resources,Female,Sales Representative,Single,20610,1.0,15,8,1,1.0,2,1,0,0,0
1384,35,Travel_Rarely,Sales,7,4,Life Sciences,Male,Sales Representative,Single,61180,0.0,21,8,1,9.0,3,8,4,7,1
1385,28,Travel_Rarely,Research & Development,2,2,Medical,Male,Manager,Single,28580,1.0,12,8,0,7.0,2,7,0,7,0
1386,54,Travel_Rarely,Research & Development,14,3,Other,Male,Research Scientist,Married,66740,3.0,17,8,1,9.0,2,4,2,3,0
1387,31,Travel_Rarely,Sales,25,2,Life Sciences,Female,Manufacturing Director,Divorced,182130,8.0,21,8,2,4.0,3,2,2,2,0
1388,42,Travel_Rarely,Research & Development,11,1,Life Sciences,Male,Research Scientist,Married,60320,0.0,14,8,0,23.0,2,22,13,7,0
1389,18,Travel_Rarely,Sales,7,3,Life Sciences,Male,Research Scientist,Single,38120,1.0,15,8,0,0.0,3,0,0,0,0
1390,35,Travel_Rarely,Sales,2,1,Technical Degree,Male,Laboratory Technician,Married,18590,0.0,25,8,1,4.0,2,3,0,2,0
1391,30,Travel_Rarely,Sales,7,3,Life Sciences,Male,Sales Executive,Divorced,23130,2.0,11,8,0,12.0,5,7,1,7,0
1392,50,Travel_Rarely,Sales,19,4,Marketing,Male,Sales Executive,Married,31950,2.0,11,8,0,5.0,4,3,0,2,0
1393,33,Travel_Frequently,Human Resources,10,3,Medical,Female,Sales Executive,Married,27000,0.0,14,8,3,5.0,2,4,0,3,0
1394,41,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,Research Scientist,Married,27820,1.0,14,8,0,10.0,2,10,0,7,0
1395,45,Travel_Frequently,Research & Development,3,1,Medical,Female,Sales Executive,Divorced,35400,1.0,13,8,0,24.0,6,24,9,11,0
1396,39,Travel_Frequently,Research & Development,19,4,Medical,Female,Research Scientist,Married,20620,1.0,13,8,0,21.0,4,21,13,3,0
1397,40,Travel_Rarely,Research & Development,1,1,Life Sciences,Male,Healthcare Representative,Single,22130,1.0,17,8,0,21.0,4,20,4,9,0
1398,56,Travel_Rarely,Sales,10,4,Other,Male,Sales Executive,Married,40780,8.0,24,8,1,14.0,3,10,9,8,1
1399,35,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,Healthcare Representative,Married,106090,1.0,22,8,0,10.0,3,10,0,7,0
1400,47,Travel_Rarely,Research & Development,19,5,Medical,Female,Research Scientist,Divorced,28270,8.0,14,8,1,28.0,3,22,14,10,0
1401,39,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,Sales Executive,Single,134020,7.0,14,8,1,18.0,1,7,1,7,0
1402,37,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,Research Scientist,Married,21440,6.0,19,8,0,17.0,3,5,0,3,0
1403,22,Travel_Rarely,Research & Development,1,3,Other,Male,Research Scientist,Married,49680,1.0,14,8,0,1.0,3,1,0,0,1
1404,48,Travel_Rarely,Research & Development,6,3,Medical,Male,Laboratory Technician,Married,108540,2.0,14,8,1,14.0,6,9,6,7,0
1405,34,Travel_Rarely,Research & Development,2,5,Technical Degree,Male,Healthcare Representative,Single,49990,3.0,12,8,2,10.0,2,5,4,3,0
1406,26,Travel_Frequently,Research & Development,2,2,Life Sciences,Male,Manufacturing Director,Divorced,28350,3.0,11,8,1,5.0,2,2,2,0,0
1407,40,Travel_Rarely,Sales,10,4,Life Sciences,Male,Research Scientist,Single,93620,2.0,11,8,1,8.0,6,2,2,2,0
1408,55,Travel_Rarely,Research & Development,19,3,Technical Degree,Male,Human Resources,Single,46800,6.0,14,8,3,24.0,0,19,3,8,1
1409,39,Travel_Rarely,Sales,2,4,Marketing,Female,Healthcare Representative,Married,138720,9.0,12,8,3,12.0,3,8,3,6,0
1410,28,Non-Travel,Research & Development,1,3,Medical,Male,Sales Executive,Married,56790,0.0,13,8,0,10.0,2,9,7,5,0
1411,39,Non-Travel,Research & Development,8,5,Medical,Female,Sales Representative,Married,188240,6.0,19,8,1,10.0,4,3,1,2,0
1412,50,Travel_Rarely,Sales,2,4,Marketing,Female,Research Scientist,Divorced,83760,5.0,14,8,3,29.0,2,27,13,8,0
1413,40,Travel_Frequently,Research & Development,6,3,Medical,Male,Healthcare Representative,Married,60770,1.0,16,8,2,22.0,2,22,11,11,0
1414,30,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,Research Scientist,Divorced,55070,1.0,12,8,2,10.0,2,10,1,2,0
1415,18,Non-Travel,Sales,5,4,Other,Male,Manager,Single,32300,1.0,12,8,1,0.0,3,0,0,0,0
1416,20,Travel_Rarely,Research & Development,17,4,Medical,Female,Sales Representative,Single,22930,1.0,13,8,2,1.0,3,1,0,0,0
1417,42,Travel_Rarely,Research & Development,18,1,Technical Degree,Female,Research Scientist,Married,199990,2.0,23,8,1,17.0,6,5,1,3,0
1418,41,Travel_Frequently,Research & Development,1,3,Life Sciences,Male,Sales Executive,Divorced,191410,3.0,12,8,1,12.0,2,6,3,3,0
1419,31,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,Laboratory Technician,Married,21680,0.0,14,8,1,2.0,2,1,0,0,1
1420,29,Travel_Rarely,Research & Development,29,4,Technical Degree,Female,Sales Representative,Divorced,28860,3.0,13,8,0,10.0,4,7,7,7,1
1421,31,Travel_Rarely,Sales,20,3,Technical Degree,Male,Research Scientist,Single,61800,1.0,14,8,1,1.0,2,1,0,0,1
1422,30,Travel_Rarely,Human Resources,1,4,Human Resources,Female,Manager,Married,174260,2.0,12,8,1,12.0,0,10,7,4,0
1423,36,Travel_Frequently,Human Resources,7,3,Medical,Male,Research Scientist,Married,26900,0.0,11,8,0,10.0,1,9,2,8,0
1424,44,Travel_Frequently,Sales,10,4,Life Sciences,Male,Research Scientist,Divorced,28440,1.0,12,8,0,6.0,2,5,2,3,1
1425,34,Travel_Rarely,Research & Development,14,4,Technical Degree,Male,Manufacturing Director,Single,61460,2.0,12,8,0,10.0,3,4,1,3,0
1426,33,Travel_Frequently,Research & Development,15,4,Medical,Female,Laboratory Technician,Single,24060,1.0,11,8,0,10.0,3,10,9,7,1
1427,34,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,Research Scientist,Married,45530,4.0,18,8,1,10.0,2,8,7,7,0
1428,26,Travel_Rarely,Research & Development,4,3,Medical,Male,Research Scientist,Divorced,68540,2.0,11,8,0,5.0,5,3,0,2,1
1429,28,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,Sales Executive,Married,41970,1.0,13,8,0,1.0,3,1,0,0,1
1430,35,Travel_Rarely,Sales,2,4,Marketing,Male,Manufacturing Director,Married,104660,1.0,13,8,0,2.0,1,2,2,2,0
1431,37,Travel_Rarely,Research & Development,24,1,Life Sciences,Male,Sales Executive,Married,32910,1.0,16,8,3,5.0,2,5,0,3,0
1432,35,Travel_Rarely,Research & Development,22,3,Medical,Female,Sales Representative,Married,29660,9.0,18,8,0,15.0,2,11,6,9,0
1433,33,Travel_Rarely,Sales,1,3,Life Sciences,Male,Manager,Married,51470,7.0,11,8,0,13.0,2,9,1,7,1
1434,28,Non-Travel,Sales,9,4,Medical,Male,Laboratory Technician,Married,23670,1.0,13,8,0,5.0,2,5,0,4,0
1435,29,Travel_Rarely,Research & Development,20,1,Medical,Female,Manager,Single,41630,9.0,15,8,1,8.0,4,5,1,4,0
1436,55,Travel_Rarely,Research & Development,3,2,Life Sciences,Female,Sales Executive,Married,73510,8.0,20,8,1,34.0,3,1,0,0,0
1437,22,Travel_Rarely,Research & Development,15,4,Life Sciences,Female,Laboratory Technician,Married,124900,0.0,13,8,0,4.0,3,3,0,2,1
1438,35,Travel_Rarely,Sales,10,4,Marketing,Female,Research Scientist,Single,26320,3.0,13,8,3,7.0,3,2,2,2,0
1439,24,Travel_Rarely,Human Resources,2,5,Human Resources,Male,Sales Executive,Married,47680,2.0,11,8,1,6.0,2,2,2,0,1
1440,26,Travel_Rarely,Human Resources,2,1,Technical Degree,Female,Sales Executive,Married,65780,0.0,15,8,2,6.0,3,5,1,4,1
1441,46,Non-Travel,Sales,2,4,Marketing,Female,Laboratory Technician,Married,30650,2.0,11,8,0,7.0,3,1,0,0,0
1442,36,Non-Travel,Research & Development,1,3,Medical,Male,Sales Representative,Single,34520,2.0,13,8,3,18.0,4,11,0,9,0
1443,35,Travel_Rarely,Research & Development,12,2,Medical,Female,Sales Representative,Married,28090,4.0,23,8,1,,2,8,0,0,0
1444,36,Travel_Rarely,Research & Development,1,3,Medical,Female,Healthcare Representative,Married,196360,1.0,12,8,1,10.0,3,10,9,0,0
1445,37,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,Laboratory Technician,Single,170680,3.0,23,8,0,8.0,6,4,0,1,0
1446,35,Travel_Rarely,Sales,4,3,Medical,Female,Laboratory Technician,Married,74030,1.0,12,8,1,10.0,4,10,6,8,0
1447,26,Travel_Frequently,Research & Development,3,3,Medical,Male,Laboratory Technician,Divorced,139640,1.0,11,8,2,5.0,1,5,1,3,0
1448,44,Travel_Rarely,Research & Development,3,4,Medical,Male,Research Scientist,Single,25640,1.0,12,8,3,20.0,3,20,13,17,0
1449,51,Travel_Rarely,Sales,16,3,Medical,Male,Research Scientist,Married,94390,2.0,15,8,3,29.0,0,20,4,17,0
1450,35,Travel_Rarely,Research & Development,5,3,Medical,Male,Healthcare Representative,Married,57150,6.0,24,8,2,10.0,0,8,1,7,0
1451,22,Non-Travel,Sales,17,2,Marketing,Male,Sales Executive,Married,97050,1.0,18,8,2,4.0,3,4,1,3,0
1452,41,Travel_Rarely,Research & Development,17,2,Other,Male,Manufacturing Director,Divorced,52080,3.0,11,8,3,12.0,2,9,0,7,0
1453,41,Non-Travel,Research & Development,12,3,Life Sciences,Male,Sales Representative,Divorced,195660,6.0,16,8,0,5.0,2,1,0,0,1
1454,48,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,Research Scientist,Single,28190,1.0,20,8,0,11.0,2,10,0,8,0
1455,38,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,Manufacturing Director,Single,27780,2.0,13,8,0,8.0,5,3,1,2,0
1456,37,Travel_Rarely,Research & Development,19,2,Technical Degree,Male,Sales Executive,Divorced,27030,2.0,14,8,0,19.0,2,10,4,7,0
1457,35,Travel_Rarely,Research & Development,5,4,Medical,Male,Manager,Married,16750,1.0,16,8,0,3.0,6,3,0,2,0
1458,54,Non-Travel,Research & Development,9,3,Life Sciences,Male,Laboratory Technician,Single,196130,2.0,17,8,0,23.0,5,5,4,4,0
1459,55,Travel_Rarely,Research & Development,7,3,Medical,Male,Research Scientist,Divorced,22720,2.0,17,8,1,21.0,2,5,0,2,0
1460,30,Non-Travel,Research & Development,15,3,Medical,Female,Sales Executive,Married,23800,4.0,18,8,3,9.0,2,5,1,4,0
1461,24,Travel_Frequently,Sales,22,3,Life Sciences,Female,Healthcare Representative,Married,29350,0.0,14,8,2,3.0,5,2,2,1,0
1462,31,Travel_Rarely,Sales,10,2,Life Sciences,Female,Research Scientist,Divorced,112440,3.0,12,8,1,10.0,3,7,1,7,0
1463,29,Travel_Rarely,Sales,3,3,Marketing,Male,Laboratory Technician,Divorced,59160,6.0,12,8,0,5.0,2,3,0,2,1
1464,39,Travel_Rarely,Research & Development,2,3,Technical Degree,Male,Healthcare Representative,Divorced,102520,8.0,13,8,1,7.0,3,2,2,2,0
1465,36,Travel_Frequently,Research & Development,16,1,Medical,Male,Sales Executive,Divorced,105960,7.0,15,8,0,18.0,3,4,0,2,0
1466,44,Travel_Rarely,Research & Development,16,3,Life Sciences,Female,Healthcare Representative,Married,80200,3.0,11,8,1,23.0,2,12,11,11,0
1467,38,Travel_Rarely,Research & Development,19,3,Life Sciences,Female,Sales Executive,Married,68930,0.0,17,8,0,16.0,3,15,5,8,0
1468,35,Travel_Rarely,Sales,2,1,Technical Degree,Male,Laboratory Technician,Married,18590,0.0,25,8,1,4.0,2,3,0,2,0
1469,57,Travel_Rarely,Research & Development,21,4,Life Sciences,Male,Research Scientist,Married,191610,2.0,18,8,0,15.0,2,3,1,2,0
